MARAGRET	0.001	0.723
MARCELENE	0.001	0.724
MARCELL	0.001	0.725
MARCENE	0.001	0.726
MARCHELLE	0.001	0.727
MARDELL	0.001	0.728
MARG	0.001	0.729
MARGENE	0.001	0.730
MARGERT	0.001	0.731
MARGHERITA	0.001	0.732
MARGRETT	0.001	0.733
MARGY	0.001	0.734
MARHTA	0.001	0.735
MARIANELA	0.001	0.736
MARICA	0.001	0.737
MARICRUZ	0.001	0.738
MARIELLA	0.001	0.739
MARIELLE	0.001	0.740
MARIETTE	0.001	0.741
MARIKO	0.001	0.742
MARIN	0.001	0.743
MARINDA	0.001	0.744
MARINE	0.001	0.745
MARIS	0.001	0.746
MARISHA	0.001	0.747
MARIVEL	0.001	0.748
MARKETTA	0.001	0.749
MARLIN	0.001	0.750
MARLINE	0.001	0.751
MARQUITTA	0.001	0.752
MARSHALL	0.001	0.753
MARTH	0.001	0.754
MARVELLA	0.001	0.755
MARVIS	0.001	0.756
MARX	0.001	0.757
MARYANNA	0.001	0.758
MARYBELLE	0.001	0.759
MARYETTA	0.001	0.760
MARYLAND	0.001	0.761
MARYLN	0.001	0.762
MARYLOUISE	0.001	0.763
MARYLYNN	0.001	0.764
MARYROSE	0.001	0.765
MATHA	0.001	0.766
MAURITA	0.001	0.767
MAXIMA	0.001	0.768
MAXIMINA	0.001	0.769
MAYOLA	0.001	0.770
MEDA	0.001	0.771
MELANI	0.001	0.772
MELANIA	0.001	0.773
MELDA	0.001	0.774
MELIA	0.001	0.775
MELIDA	0.001	0.776
MELITA	0.001	0.777
MELODEE	0.001	0.778
MELODI	0.001	0.779
MELVIN	0.001	0.780
MENDY	0.001	0.781
MERCEDEZ	0.001	0.782
MERIDETH	0.001	0.783
MERISSA	0.001	0.784
MERLYN	0.001	0.785
MERRIE	0.001	0.786
MERRILEE	0.001	0.787
MERRILL	0.001	0.788
MERTIE	0.001	0.789
MICA	0.001	0.790
MICHA	0.001	0.791
MICHAELE	0.001	0.792
MICHELINA	0.001	0.793
MIESHA	0.001	0.794
MIGNON	0.001	0.795
MIKAELA	0.001	0.796
MIKE	0.001	0.797
MIKI	0.001	0.798
MILDA	0.001	0.799
MILLY	0.001	0.800
MINDA	0.001	0.801
MING	0.001	0.802
MINTA	0.001	0.803
MIRELLA	0.001	0.804
MISHA	0.001	0.805
MISS	0.001	0.806
MISTIE	0.001	0.807
MITCHELL	0.001	0.808
MITSUE	0.001	0.809
MITSUKO	0.001	0.810
MITZIE	0.001	0.811
MIYOKO	0.001	0.812
MONET	0.001	0.813
MONNIE	0.001	0.814
MOON	0.001	0.815
MORA	0.001	0.816
MORIAH	0.001	0.817
MUOI	0.001	0.818
MYESHA	0.001	0.819
MYRL	0.001	0.820
MYRTA	0.001	0.821
NA	0.001	0.822
NADENE	0.001	0.823
NAIDA	0.001	0.824
NAKESHA	0.001	0.825
NAM	0.001	0.826
NANCEE	0.001	0.827
NANCEY	0.001	0.828
NATACHA	0.001	0.829
NATALYA	0.001	0.830
NATASHIA	0.001	0.831
NATISHA	0.001	0.832
NECOLE	0.001	0.833
NEDA	0.001	0.834
NEELY	0.001	0.835
NEIDA	0.001	0.836
NENITA	0.001	0.837
NEOMI	0.001	0.838
NERY	0.001	0.839
NEVADA	0.001	0.840
NGAN	0.001	0.841
NGUYET	0.001	0.842
NICHOLLE	0.001	0.843
NIDA	0.001	0.844
NIESHA	0.001	0.845
NISHA	0.001	0.846
NOBUKO	0.001	0.847
NOHEMI	0.001	0.848
NORIKO	0.001	0.849
NU	0.001	0.850
NUBIA	0.001	0.851
